UPDATE PUSER_PROFILE SET PROFILE_VALUE = '173.145' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='PBYRNE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='GCABRERO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='BCALDWEL' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='ACALLAGY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '163.4019' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MCALPIN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SPERDUE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CCAMPBEL' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '174.9672' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KCARASI' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CECHAN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MCHANDLE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '172.8103' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='GCHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '143.5809' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JCHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '202.9322' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LCHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '95.2744' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='TCHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '157.0428' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='YCHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MWOODS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '231.6038' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='ACHINN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '286.2322' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MCHION' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MCHRISTE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '171.6203' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SCISNERO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KCONNER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '114.0541' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LCOOK' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='RCOOPER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MCORRETT' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='FCRACIUN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MDEALVA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JDELUMO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LLYNCH' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '180.1734' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MDITO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KDURANDE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DDWYER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SEDMONDS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CENCHILL' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '191.8503' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MENG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CFEENEY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '100.1088' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JFELICIA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SFERGUSO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LFISHER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CFLORES' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '180.1734' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='VFLORES' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JFLYNN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CFORDHAM' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='NFOSTER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '171.6203' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SGEORGE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '155.6669' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MGIACOMU' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '181.8097' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JGLIK' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '203.5272' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EJONCKHE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '100.1088' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MGREEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='TGREENAN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JGREVING' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CGROB' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '113.2731' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='GGUNTHER' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KGUY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KHADDADA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '107.9181' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='AHALL' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DHAMILTO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '181.8097' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SHAMLAT' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '233.835' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='AHARVEY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '172.8103' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='OHERNAND' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '163.4019' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='BHICKS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SHONG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JHORN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '100.1088' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MHUGGINS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '137.6681' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='WHUGHEN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='PIKEZOE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EJACKSON' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '180.1734' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EJARDINE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '135.3625' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='BJIANG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SJIMENEZ' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '286.2322' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DJOHNSON' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='FJONES' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CKERN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='HKLINE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '181.8097' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='YKO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JKRAN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '180.1734' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='NKWIATKO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MLAVALLE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '181.8097' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JLAM' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '137.6681' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='BLAMB' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MLANGLIE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LLANGLOI' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '163.4019' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KLENTZ' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MFARRERA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DLEWIS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '108.6247' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='VLEWIS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MLI' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '171.6203' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='XLIANG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='AWOODS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '231.6038' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MLITTLEF' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '103.4556' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JLIU' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '144.5478' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DLIVIA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JLOOK' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '83.3372' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JLUNG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '193.7841' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='LHWANG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '114.0541' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='MGMARTIN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '181.8097' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='OMASRY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='CMAY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='FMCMILLE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='ABUTKUS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SPARKS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '107.9181' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EMOORE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SMORGAN' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '202.9322' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='ANELSON' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='DNGO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SNICKOLO' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EOROPEZA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '119.0372' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='VWPAGEII' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='GPANTOJA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JPAPPAS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '90.7747' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SPARINAS' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '140.7919' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='SPENG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '171.6203' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='APERRY' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '151.8366' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='KPHUNG' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JPOLING' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JPOLLAK' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='EPURL' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '189.21' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='APUTRA' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '159.46' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='WQI' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '224.315' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='JRANGE' AND PROFILE_SEQ_NBR IN (5, 12)
UPDATE PUSER_PROFILE SET PROFILE_VALUE = '114.0541' WHERE SERV_PROV_CODE = 'CCSF' AND USER_NAME='ERUSSELL' AND PROFILE_SEQ_NBR IN (5, 12)
