"PARENT_ID","RECORD NAME","CHILD RECORD ID","PROCESS NAME","TASK","STATUS","ACTION BY USERID.","DATE STATUS","HOURS SPENT","BILLING RATE","COMMENTS","TIMEACCOUNTING_RECID"
"2017-004557ENV","550 OFARRELL ST","2017-004557EIR","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.25,"189.6284","Review mitigation measures",
"2017-004557ENV","550 OFARRELL ST","2017-004557EIR","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.00,"189.6284","Review mitigation measures",
"2017-004557ENV","550 OFARRELL ST","2017-004557EEC","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.25,"189.6284","Review mitigation measures",
"2017-004557ENV","550 OFARRELL ST","2017-004557EEC","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.00,"189.6284","Review mitigation measures",
"2017-004557ENV","550 OFARRELL ST","2017-004557EEA","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.25,"189.6284","Review mitigation measures",
"2017-004557ENV","550 OFARRELL ST","2017-004557EEA","ADHOC WORKFLOW","PLN General Review","Under Review","JGREVING",5/17/2022 0:00:00,2.00,"189.6284","Review mitigation measures",
"2016-001059ENV","465 GROVE ST","2016-001059ETR","PLN_ENV","Analysis","Note","RCOOPER",5/17/2022 0:00:00,1.00,"224.8244","Review and discussion with Planner 1st draft PD/Setting",
"2016-001059ENV","465 GROVE ST","2016-001059ETR","PLN_ENV","Analysis","Note","CFORDHAM",5/12/2022 0:00:00,0.50,"224.8244","Discuss noise requirements.",
"2015-018056ENV","1296 Shotwell Street","2015-018056ETM","ADHOC WORKFLOW","Post-Completion Review","Note","KLENTZ",5/11/2022 0:00:00,0.25,"172.0118","Check in with current planner about MM not employed",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491ETR","PLN_ENV","Analysis","Note","SGEORGE",5/10/2022 0:00:00,1.00,"180.579","Monthly Mtg",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491ETR","PLN_ENV","Analysis","Note","JRANGE",5/19/2022 0:00:00,1.00,"224.8244","meeting with DPH",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491ETR","PLN_ENV","Analysis","Note","JRANGE",5/11/2022 0:00:00,1.00,"224.8244","respond to email communication",
"2017-014833ENV","469 STEVENSON ST","2017-014833ETR","PLN_ENV","Analysis","Note","DDWYER",5/9/2022 0:00:00,0.75,"224.8244","Meet with J Range and J Delumo regarding next steps for geotechnical report; check in ith N Pereira at DBI regarding same; emails regarding other geotechnical peer review firms to contact.",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491ETR","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/10/2022 0:00:00,1.25,"224.8244","monthly team meeting",
"2017-012086ENV","770 WOOLSEY ST","2017-012086EIR","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","JDELUMO",5/9/2022 0:00:00,0.50,"189.6284","Correspondence with SF Water and DPH",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Note","SGEORGE",5/10/2022 0:00:00,1.00,"180.579","Monthly Mtg",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Note","JRANGE",5/19/2022 0:00:00,1.00,"224.8244","meeting with DPH",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Note","JRANGE",5/11/2022 0:00:00,1.00,"224.8244","respond to email communication",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/16/2022 0:00:00,1.00,"224.8244","internal meeting to discuss potential equity analysis",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/10/2022 0:00:00,1.25,"224.8244","monthly team meeting",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491EIR","PLN_ENV","Analysis","Internal Meeting","EWHITE",5/19/2022 0:00:00,0.50,"189.6284","Noise meeting with DPH",
"2015-009704ENV","505 Brannan Street","2015-009704ETR","PLN_ENV","Analysis","Internal Meeting","ACALLAGY",5/9/2022 0:00:00,0.50,"189.6284","email",
"2009.1153ENV-03","2095 JERROLD AVE.","2009.1153ETR-02","PLN_ENV","Analysis","Document Review","CFORDHAM",5/10/2022 0:00:00,3.00,"224.8244","Review outline and follow-up on emails.",
"2009.0159E_3","One Oak Project (1500-1540 Market)","2009.0159ETM","PLN_ENV","Analysis","Note","RCOOPER",5/17/2022 0:00:00,0.50,"224.8244","Team meeting",
"2009.0159E_3","One Oak Project (1500-1540 Market)","2009.0159ETM","PLN_ENV","Analysis","Note","RCOOPER",5/12/2022 0:00:00,2.00,"224.8244","Internal meeting and review of Cumulative discussion in addendum",
"2009.0159E_3","One Oak Project (1500-1540 Market)","2009.0159ETM","PLN_ENV","Analysis","Note","RCOOPER",5/10/2022 0:00:00,2.00,"224.8244","Internal meeting, Team meeting, Project description review",
"2009.0159E_3","One Oak Project (1500-1540 Market)","2009.0159ETM","PLN_ENV","Analysis","Internal Meeting","RCOOPER",5/20/2022 0:00:00,0.50,"224.8244","Direction to Planner",
"2009.0159E_3","One Oak Project (1500-1540 Market)","2009.0159ETM","PLN_ENV","Analysis","Internal Meeting","RCOOPER",5/17/2022 0:00:00,0.50,"224.8244","Direction to Planner",
"2015-012491ENV","749 Toland Street & 2000 McKinnon Avenue","2015-012491ETR","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/16/2022 0:00:00,1.00,"224.8244","internal meeting to discuss potential equity analysis",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JDELUMO",5/10/2022 0:00:00,5.50,"189.6284","PM; coordination; document drafting; meetings",
"2019-004879ENV","PORT: USACE Flooding Project","2019-004879EIR","PLN_ENV","Analysis","Note","MLI",5/19/2022 0:00:00,0.25,"189.6284","Email correspondence.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EIR","PLN_TECHNICAL STUDIES","Historical Review","Note","AVANDERS",5/9/2022 0:00:00,4.00,"224.8244","Work for week: meeting on HR review, coordination, and document review",
"2017-014833ENV","469 STEVENSON ST","2017-014833EIR","PLN_ENV","Analysis","Note","JRANGE",5/20/2022 0:00:00,0.50,"224.8244","meet with geotechnical consultant",
"2017-014833ENV","469 STEVENSON ST","2017-014833EIR","PLN_ENV","Analysis","Note","JRANGE",5/17/2022 0:00:00,1.00,"224.8244","review and file email correspondence.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","MWEBSTER",5/16/2022 0:00:00,2.50,"173.1986","469 Stevenson data and mapping (193);",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/20/2022 0:00:00,0.50,"224.8244","meet with geotechnical consultant",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/19/2022 0:00:00,1.00,"224.8244","meet with geotechnical firms, internal coordination",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/18/2022 0:00:00,2.50,"224.8244","multiple internal meetings- briefing with ERO, coordination with staff, meet with geotechnical firms.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/17/2022 0:00:00,1.00,"224.8244","review and file email correspondence.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/16/2022 0:00:00,1.50,"224.8244","Three separate meetings: check in with planner, meeting with geotech consultant, discuss data needs with consultant for displacement analysis.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/12/2022 0:00:00,2.50,"224.8244","two meetings. Review part A comments and review schedule.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JRANGE",5/9/2022 0:00:00,1.00,"224.8244","internal meeting to discuss geotechnical report. Meeting with DBI",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JGREVING",5/19/2022 0:00:00,1.50,"189.6284","Follow up on meeting",
"2017-012086ENV","770 WOOLSEY ST","2017-012086EEA","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","JDELUMO",5/9/2022 0:00:00,0.50,"189.6284","Correspondence with SF Water and DPH",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/16/2022 0:00:00,0.50,"224.8244","Meet with geotechnical consultant and environmental review team regarding task.",
"2017-014833ENV","469 STEVENSON ST","2017-014833ETR","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/10/2022 0:00:00,2.00,"224.8244","team meeting and internal coordination",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Document Review","DDWYER",5/10/2022 0:00:00,0.50,"224.8244","Review and comment on draft memo regarding distinction of project site from other tall building sites.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Internal Meeting","JRANGE",5/10/2022 0:00:00,2.00,"224.8244","team meeting and internal coordination",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/9/2022 0:00:00,0.75,"224.8244","Meet with J Range and J Delumo regarding next steps for geotechnical report; check in ith N Pereira at DBI regarding same; emails regarding other geotechnical peer review firms to contact.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/10/2022 0:00:00,0.50,"224.8244","Emails regarding contact information for DBI list of geotechnical engineers; review draft language for potential peer review research contact information.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JGREVING",5/12/2022 0:00:00,0.75,"189.6284","Follow up on meeting w Page and Turnbull",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/12/2022 0:00:00,0.25,"224.8244","Coordination with J Delumo regarding status and next review tasks.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JDELUMO",5/12/2022 0:00:00,5.00,"189.6284","PM; internal coordination meetings; meeting with displacement consultant and follow up; coordination with CEQA consultant; work on Part A",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/17/2022 0:00:00,0.50,"224.8244","Follow up email to city atty; emails to coordinate meetings with geotech consultants.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/18/2022 0:00:00,1.00,"224.8244","Coordination for meetings; meet with geotechnical firms regarding peer review memo.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/19/2022 0:00:00,0.75,"224.8244","Participate in call re geotechnical tasks; follow up research.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/20/2022 0:00:00,0.75,"224.8244","Coordination for call and follow up regarding geotechnical task.",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","JDELUMO",5/9/2022 0:00:00,1.50,"189.6284","Internal coordination; call with DBI; call with consultant",
"2017-012086ENV","770 WOOLSEY ST","2017-012086EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","JDELUMO",5/9/2022 0:00:00,0.50,"189.6284","Correspondence with SF Water and DPH",
"2017-014833ENV","469 STEVENSON ST","2017-014833EEA","PLN_ENV","Analysis","Note","DDWYER",5/11/2022 0:00:00,1.00,"224.8244","Review local building code and refine comments on draft geotechnical memo.",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/9/2022 0:00:00,0.50,"189.6284","Meeting with Tania",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922ETR","PLN_ENV","Analysis","Note","MLI",5/9/2022 0:00:00,0.25,"189.6284","Internal emails.",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922ETR","PLN_ENV","Analysis","Note","JBARBOUR",5/18/2022 0:00:00,1.00,"180.045","Post-SDAT follow-up email to MTA (Paul K., Dustin W., and Adam S.)",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922ETR","PLN_ENV","Analysis","Note","JBARBOUR",5/17/2022 0:00:00,0.50,"180.045","Follow-up (internal and with sponsor) re: additional loading questions for SDAT",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922ETR","PLN_ENV","Analysis","Note","JBARBOUR",5/16/2022 0:00:00,1.00,"180.045","Attended SDAT and related internal follow-up",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922EEA","PLN_ENV","Analysis","Note","JBARBOUR",5/16/2022 0:00:00,1.00,"180.045","Attended SDAT and related internal follow-up",
"2021-001565ENV","212 RITCH ST","2021-001565ECE","PLN_ENV","Analysis","Supervisor Review","JRANGE",5/19/2022 0:00:00,1.50,"224.8244","coordination with planner and return document to planner to revise",
"2021-001565ENV","212 RITCH ST","2021-001565ECE","PLN_ENV","Analysis","Supervisor Review","JRANGE",5/18/2022 0:00:00,5.00,"224.8244","review draft 1 CPE",
"2021-001565ENV","212 RITCH ST","2021-001565ECE","PLN_ENV","Analysis","Supervisor Review","JRANGE",5/17/2022 0:00:00,0.50,"224.8244","begin review of CPE-1",
"2021-001565ENV","212 RITCH ST","2021-001565ECE","PLN_ENV","Analysis","Supervisor Review","JRANGE",5/16/2022 0:00:00,2.00,"224.8244","begin review of CPE draft 1",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/19/2022 0:00:00,0.75,"189.6284","Internal coordination regarding the revised project",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/18/2022 0:00:00,0.25,"189.6284","Responded to Wade's email regarding the revised project",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/17/2022 0:00:00,0.50,"189.6284","Reviewed the additional information from the sponsor regarding the updated number of charging stalls",
"2020-010684ENV","1313 ARMSTRONG AVE","2020-010684ETR","PLN_ENV","Analysis","Note","JPOLLAK",5/9/2022 0:00:00,1.75,"189.6284","Transport/VMT approach, PD, BVHP memo",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111EEC","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/12/2022 0:00:00,1.00,"189.6284","Meeting with Transportation Review Team",
"2021-001922ENV","3150 CALIFORNIA ST","2021-001922ETR","PLN_ENV","Analysis","Note","MLI",5/20/2022 0:00:00,0.50,"189.6284","Internal emails; project management.",
"2021-001111ENV","640 CESAR CHAVEZ ST","2021-001111ECD","ADHOC WORKFLOW","PLN Post-Completion Review","Under Review","KZUSHI",5/19/2022 0:00:00,0.75,"189.6284","Internal coordination regarding the revised project",
